"Balanced KEGG Reactions",,,,,,
"ID","NAME","FORMULA (ID)","FORMULA (NAME)",,"INCLUDED IN ANAEROBIC GLOBAL METABOLISM?","Standard Molar Free Energy kJ/mol (pH 7, ionic strength 0.1 M)"
"R10630","cyclic-ADP-ribose hydrolase"," C00301 <=>  C00001 +  C13050"," ADP-ribose <=>  H2O +  Cyclic ADP-ribose",,VERDADEIRO,"NaN"
"R10631","NADP+ nicotinamide-lyase (2'-phospho-cyclic-ADP-ribose-forming)"," C00080 +  C00153 +  C20742 <=>  C00006"," H+ +  Nicotinamide +  2'-Phospho-cyclic ADP-ribose <=>  NADP+",,VERDADEIRO,"NaN"
"R10632","NAADP nicotinate-lyase (2'-phospho-cyclic-ADP-ribose-forming)"," C13051 <=>  C00080 +  C00253 +  C20742"," Nicotinic acid adenine dinucleotide phosphate <=>  H+ +  Nicotinate +  2'-Phospho-cyclic ADP-ribose",,VERDADEIRO,"NaN"
"R10635","NADH:oxygen oxidoreductase (H2O2-forming, epimerising)"," C00007 +  C00080 +  C20744 =>  C00003 +  C00027"," Oxygen +  H+ +  alpha-NADH =>  NAD+ +  Hydrogen peroxide",,FALSO,"NaN"
"R10636","NADPH:oxygen oxidoreductase (H2O2-forming, epimerising)"," C00007 +  C00080 +  C20745 =>  C00006 +  C00027"," Oxygen +  H+ +  alpha-NADPH =>  NADP+ +  Hydrogen peroxide",,FALSO,"NaN"
"R10637","(Z)-phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase"," C00005 +  C00007 +  C00080 +  C16075 => 2 C00001 +  C00006 +  C00561"," NADPH +  Oxygen +  H+ +  (Z)-Phenylacetaldehyde oxime => 2 H2O +  NADP+ +  Mandelonitrile",,FALSO,"NaN"
"R10638","UDP-D-glucose:(R)-mandelonitrile beta-D-glucosyltransferase"," C00015 +  C00844 <=>  C00029 +  C00561"," UDP +  Prunasin <=>  UDP-glucose +  Mandelonitrile",,VERDADEIRO,"NaN"
"R10639","None"," C00015 +  C08325 <=>  C00029 +  C00844"," UDP +  Amygdalin <=>  UDP-glucose +  Prunasin",,VERDADEIRO,"NaN"
"R10640","succinyl-CoA:(R)-citramalate CoA-transferase"," C00042 +  C20746 <=>  C00091 +  C02612"," Succinate +  (3R)-Citramalyl-CoA <=>  Succinyl-CoA +  (R)-2-Methylmalate",,VERDADEIRO,"NaN"
"R10641","succinyl-CoA:(R)-malate CoA-transferase"," C00042 +  C20747 <=>  C00091 +  C00497"," Succinate +  (R)-Malyl-CoA <=>  Succinyl-CoA +  (R)-Malate",,VERDADEIRO,"NaN"
"R10643","(E)-4-(trimethylammonio)but-2-enoyl-CoA:L-carnitine CoA-transferase"," C04114 +  C20750 <=>  C00318 +  C20748"," (E)-4-(Trimethylammonio)but-2-enoate +  L-Carnitinyl-CoA <=>  L-Carnitine +  (E)-4-(Trimethylammonio)but-2-enoyl-CoA",,VERDADEIRO,"NaN"
"R10644","4-Trimethylammoniobutanoyl-CoA:L-carnitine CoA-transferase"," C01181 +  C20750 <=>  C00318 +  C20749"," 4-Trimethylammoniobutanoate +  L-Carnitinyl-CoA <=>  L-Carnitine +  4-Trimethylammoniobutanoyl-CoA",,VERDADEIRO,"NaN"
"R10655","3'-phosphoadenylyl-sulfate:desulfo-A47934 sulfotransferase"," C00054 +  C12016 <=>  C00053 +  C20759"," Adenosine 3',5'-bisphosphate +  A47934 <=>  3'-Phosphoadenylyl sulfate +  Desulfo-A47934",,VERDADEIRO,"NaN"
"R10656","20-oxo-5-O-beta-mycaminosyltylactone,NADPH:oxygen oxidoreductase (23-hydroxylating)"," C00005 +  C00007 +  C00080 +  C20760 =>  C00001 +  C00006 +  C12002"," NADPH +  Oxygen +  H+ +  20-Oxo-5-O-beta-mycaminosyltylactone =>  H2O +  NADP+ +  5-O-beta-D-Mycaminosyltylonolide",,FALSO,"NaN"
"R10659","CTP:phytol O-phosphotransferase"," C00112 +  C20764 <=>  C00063 +  C01389"," CDP +  Phytyl phosphate <=>  CTP +  Phytol",,VERDADEIRO,"NaN"
"R10660","fumarate CoM:CoB oxidoreductase (succinate forming)"," C00042 +  C04832 <=>  C00122 +  C03576 +  C04628"," Succinate +  Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide <=>  Fumarate +  Coenzyme M +  Coenzyme B",,VERDADEIRO,"NaN"
"R10662","dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)"," C00005 +  C00007 +  C00080 +  C20765 =>  C00001 +  C00006 +  C20766"," NADPH +  Oxygen +  H+ +  dTDP-beta-L-evernosamine =>  H2O +  NADP+ +  dTDP-N-hydroxy-beta-L-evernosamine",,FALSO,"NaN"
"R10663","dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)"," C00005 +  C00007 +  C00080 +  C20766 => 2 C00001 +  C00006 +  C20767"," NADPH +  Oxygen +  H+ +  dTDP-N-hydroxy-beta-L-evernosamine => 2 H2O +  NADP+ +  dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose",,FALSO,"NaN"
"R10664","dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)","2 C00005 + 2 C00007 + 2 C00080 +  C20765 => 3 C00001 + 2 C00006 +  C20767","2 NADPH + 2 Oxygen + 2 H+ +  dTDP-beta-L-evernosamine => 3 H2O + 2 NADP+ +  dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose",,FALSO,"NaN"
"R10665","UDP-2-acetamido-2,6-dideoxy-L-talose:NADP+ oxidoreductase"," C00005 +  C00080 +  C19823 <=>  C00006 +  C20768"," NADPH +  H+ +  UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=>  NADP+ +  UDP-2-acetamido-2,6-dideoxy-beta-L-talose",,VERDADEIRO,"NaN"
"R10666","chorismate hydro-lyase (3-[(1-carboxyvinyl)oxy]benzoate-forming)"," C00001 +  C20772 <=>  C00251"," H2O +  3-[(1-Carboxyvinyl)oxy]benzoate <=>  Chorismate",,VERDADEIRO,"NaN"
"R10667","S-adenosyl-L-methionine:3-[(1-carboxyvinyl)-oxy]benzoate adenosyltransferase (bicarbonate-hydrolysing, 6-amino-6-deoxyfutalosine-forming)"," C00073 +  C00288 +  C20773 <=>  C00001 +  C00019 +  C20772"," L-Methionine +  HCO3- +  6-Amino-6-deoxyfutalosine <=>  H2O +  S-Adenosyl-L-methionine +  3-[(1-Carboxyvinyl)oxy]benzoate",,VERDADEIRO,"NaN"
"R10668","6-amino-6-deoxyfutalosine ribohydrolase"," C00147 +  C17010 <=>  C00001 +  C20773"," Adenine +  Dehypoxanthine futalosine <=>  H2O +  6-Amino-6-deoxyfutalosine",,VERDADEIRO,"NaN"
"R10670","phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)"," C00005 +  C00007 +  C00080 +  C00097 +  C19714 => 2 C00001 +  C00006 +  C17237"," NADPH +  Oxygen +  H+ +  L-Cysteine +  (E)-Phenylacetaldoxime => 2 H2O +  NADP+ +  S-(Phenylacetothiohydroximoyl)-L-cysteine",,FALSO,"NaN"
"R10671","L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)","2 C00005 + 2 C00007 + 2 C00080 +  C00082 => 3 C00001 + 2 C00006 +  C00011 +  C04350","2 NADPH + 2 Oxygen + 2 H+ +  L-Tyrosine => 3 H2O + 2 NADP+ +  CO2 +  (E)-4-Hydroxyphenylacetaldehyde-oxime",,FALSO,"NaN"
"R10672","4-hydroxyphenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)"," C00005 +  C00007 +  C00080 +  C00097 +  C04350 => 2 C00001 +  C00006 +  C17238"," NADPH +  Oxygen +  H+ +  L-Cysteine +  (E)-4-Hydroxyphenylacetaldehyde-oxime => 2 H2O +  NADP+ +  S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine",,FALSO,"NaN"
"R10673","2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate L-aspartate-4-semialdehyde-lyase (glycerone-phosphate-forming)"," C00111 +  C00441 <=>  C20644"," Glycerone phosphate +  L-Aspartate 4-semialdehyde <=>  2-Amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate",,VERDADEIRO,"NaN"
"R10674","(3R)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)"," C00022 +  C00024 <=>  C20746"," Pyruvate +  Acetyl-CoA <=>  (3R)-Citramalyl-CoA",,VERDADEIRO,"NaN"
"R10675","L-carnitinyl-CoA hydro-lyase [(E)-4-(trimethylammonio)but-2-enoyl-CoA-forming]"," C00001 +  C20748 <=>  C20750"," H2O +  (E)-4-(Trimethylammonio)but-2-enoyl-CoA <=>  L-Carnitinyl-CoA",,VERDADEIRO,"NaN"
"R10676","UDP-2-acetamido-2,6-dideoxy-beta-L-talose 2-epimerase"," C20774 <=>  C20768"," UDP-N-acetyl-beta-L-fucosamine <=>  UDP-2-acetamido-2,6-dideoxy-beta-L-talose",,VERDADEIRO,"NaN"
"R10677","citrate:L-glutamate ligase (ADP-forming)"," C00008 +  C00009 +  C20775 <=>  C00002 +  C00025 +  C00158"," ADP +  Orthophosphate +  beta-Citryl-L-glutamate <=>  ATP +  L-Glutamate +  Citrate",,VERDADEIRO,"NaN"
"R10678","N-acetyl-L-aspartate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamate-forming)"," C00008 +  C00009 +  C12270 <=>  C00002 +  C00025 +  C01042"," ADP +  Orthophosphate +  N-Acetylaspartylglutamate <=>  ATP +  L-Glutamate +  N-Acetyl-L-aspartate",,VERDADEIRO,"NaN"
"R10679","N-acetyl-L-aspartate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamyl-L-glutamate-forming)","2 C00008 + 2 C00009 +  C20776 <=> 2 C00002 + 2 C00025 +  C01042","2 ADP + 2 Orthophosphate +  N-Acetylaspartylglutamylglutamate <=> 2 ATP + 2 L-Glutamate +  N-Acetyl-L-aspartate",,VERDADEIRO,"NaN"
"R10680","S-adenosyl-L-methionine:(+/-)-pavine N-methyltransferase"," C00021 +  C20770 <=>  C00019 +  C20771"," S-Adenosyl-L-homocysteine +  N-Methylpavine <=>  S-Adenosyl-L-methionine +  (+/-)-Pavine",,VERDADEIRO,"NaN"
"R10681","anthraniloyl-CoA:methanol O-anthraniloyltransferase"," C00010 +  C20634 <=>  C00132 +  C02247"," CoA +  O-Methyl anthranilate <=>  Methanol +  Anthraniloyl-CoA",,VERDADEIRO,"NaN"
"R10687","None"," C00025 +  C01042 <=>  C00001 +  C12270"," L-Glutamate +  N-Acetyl-L-aspartate <=>  H2O +  N-Acetylaspartylglutamate",,VERDADEIRO,"NaN"
"R10688","None"," C00025 +  C12270 <=>  C00001 +  C20776"," L-Glutamate +  N-Acetylaspartylglutamate <=>  H2O +  N-Acetylaspartylglutamylglutamate",,VERDADEIRO,"NaN"
"R10689","None"," C01720 <=>  C00001 +  C18028"," L-Fuconate <=>  H2O +  L-Fucono-1,5-lactone",,VERDADEIRO,"NaN"
"R10690","None"," C00004 +  C00080 +  C20781 <=>  C00003 +  C03827"," NADH +  H+ +  2,4-Diketo-3-deoxy-L-fuconate <=>  NAD+ +  2-Dehydro-3-deoxy-L-fuconate",,VERDADEIRO,"NaN"
"R10691","None"," C00022 +  C00186 <=>  C00001 +  C20781"," Pyruvate +  (S)-Lactate <=>  H2O +  2,4-Diketo-3-deoxy-L-fuconate",,VERDADEIRO,"NaN"
"R10692","None","3 C00005 + 3 C00007 + 3 C00080 +  C20594 => 4 C00001 + 3 C00006 +  C20550","3 NADPH + 3 Oxygen + 3 H+ +  20,21-Diprenylterpendole J => 4 H2O + 3 NADP+ +  Lolitrem E",,FALSO,"NaN"
"R10693","N-acetyl-L-aspartyl-L-glutamate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamyl-L-glutamate-forming)"," C00008 +  C00009 +  C20776 <=>  C00002 +  C00025 +  C12270"," ADP +  Orthophosphate +  N-Acetylaspartylglutamylglutamate <=>  ATP +  L-Glutamate +  N-Acetylaspartylglutamate",,VERDADEIRO,"NaN"
"R10694","None","3 C00005 + 3 C00007 + 3 C00080 +  C20595 => 4 C00001 + 3 C00006 +  C20551","3 NADPH + 3 Oxygen + 3 H+ +  20,21-Diprenylterpendole C => 4 H2O + 3 NADP+ +  Lolitrem B",,FALSO,"NaN"
"R10695","6-amino-6-deoxyfutalosine deaminase"," C00014 +  C16999 <=>  C00001 +  C20773"," Ammonia +  Futalosine <=>  H2O +  6-Amino-6-deoxyfutalosine",,VERDADEIRO,"NaN"
"R10696","6-oxocyclohex-1-ene-1-carbonyl-CoA hydro-lyase (2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA-forming)"," C09825 <=>  C00001 +  C09821"," 2-Hydroxy-6-oxocyclohexane-1-carbonyl-CoA <=>  H2O +  6-Oxocyclohex-1-ene-1-carbonyl-CoA",,VERDADEIRO,"NaN"
"R10697","styrene-oxide isomerase (epoxide-cleaving)"," C00601 <=>  C20782"," Phenylacetaldehyde <=>  (S)-2-Phenyloxirane",,VERDADEIRO,"NaN"
"R10698","kanosamine-6-phosphate:2-oxoglutarate aminotransferase"," C00025 +  C20668 <=>  C00026 +  C12213"," L-Glutamate +  3-Dehydro-D-glucose 6-phosphate <=>  2-Oxoglutarate +  Kanosamine 6-phosphate",,VERDADEIRO,"NaN"
"R10699","L-lysine:8-amino-7-oxononanoate aminotransferase"," C01037 +  C04076 <=>  C00047 +  C01092"," 7,8-Diaminononanoate +  L-2-Aminoadipate 6-semialdehyde <=>  L-Lysine +  8-Amino-7-oxononanoate",,VERDADEIRO,"NaN"
"R10701","None"," C00493 +  C01197 <=>  C00001 +  C10434"," Shikimate +  Caffeate <=>  H2O +  5-O-Caffeoylshikimic acid",,VERDADEIRO,"NaN"
"R10702","propane,NADH:oxygen oxidoreductase"," C00004 +  C00007 +  C00080 +  C20783 =>  C00001 +  C00003 +  C01845"," NADH +  Oxygen +  H+ +  Propane =>  H2O +  NAD+ +  Propan-2-ol",,FALSO,"NaN"
"R10703","propan-2-ol:NAD+ oxidoreductase"," C00004 +  C00080 +  C00207 <=>  C00003 +  C01845"," NADH +  H+ +  Acetone <=>  NAD+ +  Propan-2-ol",,VERDADEIRO,"NaN"
"R10704","acetone,NADPH:oxygen oxidoreductase"," C00005 +  C00007 +  C00080 +  C00207 =>  C00001 +  C00006 +  C17530"," NADPH +  Oxygen +  H+ +  Acetone =>  H2O +  NADP+ +  Methyl acetate",,FALSO,"NaN"
"R10705","methyl-acetate acetylhydrolase"," C00033 +  C00132 <=>  C00001 +  C17530"," Acetate +  Methanol <=>  H2O +  Methyl acetate",,VERDADEIRO,"NaN"
"R10708","geranylgeranyl-diphosphate:homogentisate geranylgeranyltransferase"," C00011 +  C00013 +  C20737 <=>  C00353 +  C00544"," CO2 +  Diphosphate +  6-Geranylgeranyl-2-methylbenzene-1,4-diol <=>  Geranylgeranyl diphosphate +  Homogentisate",,VERDADEIRO,"NaN"
"R10709","S-adenosyl-L-methionine:2-methyl-6-solanyl-1,4-benzoquinol C3-methyltransferase"," C00021 +  C16695 <=>  C00019 +  C17570"," S-Adenosyl-L-homocysteine +  Plastoquinol-9 <=>  S-Adenosyl-L-methionine +  2-Methyl-6-solanyl-1,4-benzoquinol",,VERDADEIRO,"NaN"
"R10710","S-adenosyl-L-methionine:6-geranylgeranyl-2-methylbenzene-1,4-diol C3-methyltransferase"," C00021 +  C20738 <=>  C00019 +  C20737"," S-Adenosyl-L-homocysteine +  6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol <=>  S-Adenosyl-L-methionine +  6-Geranylgeranyl-2-methylbenzene-1,4-diol",,VERDADEIRO,"NaN"
"R10711","None"," C00020 +  C20247 <=>  C00001 +  C20784"," AMP +  2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate <=>  H2O +  ADP-5-ethyl-4-methylthiazole-2-carboxylate",,VERDADEIRO,"NaN"
"R10712","2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase"," C00011 +  C00013 +  C01081 <=>  C04752 +  C20247"," CO2 +  Diphosphate +  Thiamin monophosphate <=>  2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate +  2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate",,VERDADEIRO,"NaN"
"R10715","None"," C00004 +  C00080 +  C00546 <=>  C00003 +  C00424"," NADH +  H+ +  Methylglyoxal <=>  NAD+ +  (S)-Lactaldehyde",,VERDADEIRO,"NaN"
"R10717","propane-1,2-diol:NAD+ 2-oxidoreductase"," C00004 +  C00080 +  C05235 <=>  C00003 +  C00583"," NADH +  H+ +  Hydroxyacetone <=>  NAD+ +  Propane-1,2-diol",,VERDADEIRO,"NaN"
"R10718","hydroxyacetone:NAD+ 1-oxidoreductase"," C00003 +  C05235 <=>  C00004 +  C00080 +  C00546"," NAD+ +  Hydroxyacetone <=>  NADH +  H+ +  Methylglyoxal",,VERDADEIRO,"NaN"
"R10719","2,3-dihydroxypropane-1-sulfonate:NAD+ 3-oxidoreductase"," C00004 +  C00080 +  C20798 <=>  C00003 +  C20797"," NADH +  H+ +  2-Hydroxy-3-oxopropane-1-sulfonate <=>  NAD+ +  2,3-Dihydroxypropane-1-sulfonate",,VERDADEIRO,"NaN"
"R10720","3-amino-4-hydroxybenzoate:N-acetyl-L-cysteine:oxygen oxidoreductase","2 C00007 +  C06809 + 2 C12115 => 4 C00001 +  C00011 +  C20799","2 Oxygen +  Acetylcysteine + 2 3-Amino-4-hydroxybenzoate => 4 H2O +  CO2 +  Grixazone B",,FALSO,"NaN"
"R10721","3-methyl-L-tyrosine:hydrogen-peroxide oxidoreductase (3-hydroxy-5-methyl-L-tyrosine-forming)"," C00001 +  C20801 <=>  C00027 +  C20800"," H2O +  3-Hydroxy-5-methyl-L-tyrosine <=>  Hydrogen peroxide +  3-Methyl-L-tyrosine",,VERDADEIRO,"NaN"
"R10722","2-amino-1-hydroxyethylphosphonate:oxygen 1-oxidoreductase (glycine-forming)"," C00007 +  C05678 =>  C00009 +  C00037"," Oxygen +  1-Hydroxy-2-aminoethylphosphonate =>  Orthophosphate +  Glycine",,FALSO,"NaN"
"R10723","L-isoleucine,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating)"," C00007 +  C00026 +  C00407 =>  C00011 +  C00042 +  C20802"," Oxygen +  2-Oxoglutarate +  L-Isoleucine =>  CO2 +  Succinate +  (4S)-4-Hydroxy-L-isoleucine",,FALSO,"NaN"
"R10724","(2-aminoethyl)phosphonate,2-oxoglutarate:oxygen oxidoreductase (1-hydroxylating)"," C00007 +  C00026 +  C03557 =>  C00011 +  C00042 +  C05678"," Oxygen +  2-Oxoglutarate +  2-Aminoethylphosphonate =>  CO2 +  Succinate +  1-Hydroxy-2-aminoethylphosphonate",,FALSO,"NaN"
"R10725","5-methyl-1-naphthoate,NADPH:oxygen oxidoreductase (3-hydroxylating)"," C00005 +  C00007 +  C00080 +  C20803 =>  C00001 +  C00006 +  C20805"," NADPH +  Oxygen +  H+ +  5-Methyl-1-naphthoate =>  H2O +  NADP+ +  3-Hydroxy-5-methyl-1-naphthoate",,FALSO,"NaN"
"R10726","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (alpha-longipinene-forming)"," C00013 +  C20804 <=>  C00448"," Diphosphate +  alpha-Longipinene <=>  trans,trans-Farnesyl diphosphate",,VERDADEIRO,"NaN"
"R10727","miltiradiene,NADPH:oxygen oxidoreductase (ferruginol forming)","2 C00005 + 2 C00007 + 2 C00080 +  C20711 => 3 C00001 + 2 C00006 +  C09092","2 NADPH + 2 Oxygen + 2 H+ +  Miltiradiene => 3 H2O + 2 NADP+ +  Ferruginol",,FALSO,"NaN"
"R10728","phylloquinone,NADPH:oxygen oxidoreductase (omega-hydroxyphylloquinone forming)"," C00005 +  C00007 +  C00080 +  C02059 =>  C00001 +  C00006 +  C20806"," NADPH +  Oxygen +  H+ +  Phylloquinone =>  H2O +  NADP+ +  omega-Hydroxyphylloquinone",,FALSO,"NaN"
"R10729","L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (3-hydroxylating)"," C00007 +  C00079 +  C00272 =>  C15522 +  C20807"," Oxygen +  L-Phenylalanine +  Tetrahydrobiopterin =>  4a-Hydroxytetrahydrobiopterin +  3-Hydroxy-L-phenylalanine",,FALSO,"NaN"
"R10730","(R)-2-methylpyrrolidine:NADP+ 2-oxidoreductase"," C00005 +  C00080 +  C20808 <=>  C00006 +  C20809"," NADPH +  H+ +  2-Methyl-1-pyrroline <=>  NADP+ +  (R)-2-Methylpyrrolidine",,VERDADEIRO,"NaN"
"R10732","(2E,6E)-farnesyl diphosphate lyase (cyclizing, (-)-exo-alpha-bergamotene-forming)"," C00013 +  C20811 <=>  C00448"," Diphosphate +  (-)-exo-alpha-Bergamotene <=>  trans,trans-Farnesyl diphosphate",,VERDADEIRO,"NaN"
"R10733","(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-alpha-santalene-forming)"," C00013 +  C19736 <=>  C00448"," Diphosphate +  (+)-alpha-Santalene <=>  trans,trans-Farnesyl diphosphate",,VERDADEIRO,"NaN"
"R10734","(2E,6E)-farnesyl diphosphate lyase (cyclizing, (-)-beta-santalene-forming)"," C00013 +  C09718 <=>  C00448"," Diphosphate +  beta-Santalene <=>  trans,trans-Farnesyl diphosphate",,VERDADEIRO,"NaN"
"R10735","OA-6129-A,2-oxoglutarate:oxygen oxidoreductase (8-hydroxylating)"," C00007 +  C00026 +  C20813 =>  C00011 +  C00042 +  C17374"," Oxygen +  2-Oxoglutarate +  OA-6129 A =>  CO2 +  Succinate +  OA-6129 B2",,FALSO,"NaN"
"R10736","None"," C00011 +  C20817 <=>  C00097 +  C06669"," CO2 +  C20817 <=>  L-Cysteine +  (5R)-Carbapen-2-em-3-carboxylate",,VERDADEIRO,"NaN"
"R10740","2,3-dihydrothienamycin,2-oxoglutarate:oxygen oxidoreductase (dehydrating)"," C00007 +  C00026 +  C20820 =>  C00001 +  C00011 +  C00042 +  C06664"," Oxygen +  2-Oxoglutarate +  2,3-Dihydrothienamycin =>  H2O +  CO2 +  Succinate +  Thienamycin",,FALSO,"NaN"
"R10741","epithienamycin-F,2-oxoglutarate:oxygen oxidoreductase (dehydrating)"," C00007 +  C00026 +  C17399 =>  C00001 +  C00011 +  C00042 +  C11755"," Oxygen +  2-Oxoglutarate +  Epithienamycin F =>  H2O +  CO2 +  Succinate +  Epithienamycin E",,FALSO,"NaN"
"R10742","epithienamycin-E,2-oxoglutarate:oxygen oxidoreductase (sulfoxidation)"," C00007 +  C00026 +  C11755 =>  C00011 +  C00042 +  C20815"," Oxygen +  2-Oxoglutarate +  Epithienamycin E =>  CO2 +  Succinate +  MM 4550",,FALSO,"NaN"
"R10743","None"," C17368 <=>  C20819"," 8-Dehydroxythienamycin <=>  C20819",,VERDADEIRO,"NaN"
"R10745","acetyl-CoA:thienamycin N-acetyltransferase"," C00010 +  C17377 <=>  C00024 +  C06664"," CoA +  N-Acetylthienamycin <=>  Acetyl-CoA +  Thienamycin",,VERDADEIRO,"NaN"
"R10746","acetyl-CoA:deacetyl-MM17880 N-acetyltransferase"," C00010 +  C17399 <=>  C00024 +  C20816"," CoA +  Epithienamycin F <=>  Acetyl-CoA +  Deacetylepithienamycin F",,VERDADEIRO,"NaN"
"R10747","CoA nucleotidohydrolase"," C00054 +  C01134 <=>  C00001 +  C00010"," Adenosine 3',5'-bisphosphate +  Pantetheine 4'-phosphate <=>  H2O +  CoA",,VERDADEIRO,"NaN"
"R10748","pantetheine-4'-phosphate phosphohydrolase"," C00009 +  C00831 <=>  C00001 +  C01134"," Orthophosphate +  Pantetheine <=>  H2O +  Pantetheine 4'-phosphate",,VERDADEIRO,"NaN"
"R10750","None"," C17373 <=>  C17374"," OA-6129 B1 <=>  OA-6129 B2",,VERDADEIRO,"NaN"
"R10751","3'-phosphoadenylyl-sulfate:OA-6129-B1 sulfotransferase"," C00054 +  C20814 <=>  C00053 +  C17373"," Adenosine 3',5'-bisphosphate +  OA-6129 C <=>  3'-Phosphoadenylyl sulfate +  OA-6129 B1",,VERDADEIRO,"NaN"
"R10752","OA-6129-C amidohydrolase"," C00864 +  C20816 <=>  C00001 +  C20814"," Pantothenate +  Deacetylepithienamycin F <=>  H2O +  OA-6129 C",,VERDADEIRO,"NaN"
"R10753","None"," C20822 <=>  C20818"," C20822 <=>  C20818",,VERDADEIRO,"NaN"
"R10755","None"," C20819 <=>  C20823"," C20819 <=>  C20823",,VERDADEIRO,"NaN"
"R10758","4-hydroxybutanoate:CoA ligase (ADP-forming)"," C00008 +  C00009 +  C11062 <=>  C00002 +  C00010 +  C00989"," ADP +  Orthophosphate +  4-Hydroxybutyryl-CoA <=>  ATP +  CoA +  4-Hydroxybutanoic acid",,VERDADEIRO,"NaN"
"R10760","6-deoxy-6-sulfo-D-fructose-1-phosphate 2-hydroxy-3-oxopropane-1-sulfonate-lyase (glycerone-phosphate-forming)"," C00111 +  C20798 <=>  C20831"," Glycerone phosphate +  2-Hydroxy-3-oxopropane-1-sulfonate <=>  6-Deoxy-6-sulfo-D-fructose 1-phosphate",,VERDADEIRO,"NaN"
"R10762","all-trans-pentaprenyl-diphosphate diphosphate-lyase (cyclizing, ophiobolin-F-forming)"," C00013 +  C16818 <=>  C00001 +  C04217"," Diphosphate +  Ophiobolin F <=>  H2O +  all-trans-Pentaprenyl diphosphate",,VERDADEIRO,"NaN"
"R10763","geranylgeranyl-diphosphate diphosphate-lyase (cyclooctat-9-en-7-ol-forming)"," C00013 +  C20834 <=>  C00001 +  C00353"," Diphosphate +  Cyclooctat-9-en-7-ol <=>  H2O +  Geranylgeranyl diphosphate",,VERDADEIRO,"NaN"
"R10764","alpha-L-fucopyranose 1-epimerase"," C20836 <=>  C20835"," beta-L-Fucopyranose <=>  alpha-L-Fucopyranose",,VERDADEIRO,"NaN"
"R10765","6-deoxy-6-sulfo-D-glucopyranose aldose-ketose-isomerase"," C20830 <=>  C20829"," 6-Deoxy-6-sulfo-D-fructose <=>  Sulfoquinovose",,VERDADEIRO,"NaN"
"R10767","tobramycin:carbamoyl-phosphate ligase (AMP,phosphate-forming)"," C00009 +  C00013 +  C00020 +  C18001 <=>  C00001 +  C00002 +  C00169 +  C00397"," Orthophosphate +  Diphosphate +  AMP +  Nebramycin 5' <=>  H2O +  ATP +  Carbamoyl phosphate +  Tobramycin",,VERDADEIRO,"NaN"
"R10768","kanamycin-A:carbamoyl-phosphate ligase (AMP,phosphate-forming)"," C00009 +  C00013 +  C00020 +  C20699 <=>  C00001 +  C00002 +  C00169 +  C01822"," Orthophosphate +  Diphosphate +  AMP +  6''-O-Carbamoylkanamycin A <=>  H2O +  ATP +  Carbamoyl phosphate +  Kanamycin A",,VERDADEIRO,"NaN"
"R10769","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate:CoA ligase (AMP-forming)"," C00013 +  C00020 +  C20838 <=>  C00002 +  C00010 +  C20199"," Diphosphate +  AMP +  3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA <=>  ATP +  CoA +  3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate",,VERDADEIRO,"NaN"
