"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C20359","UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",1,1,1,1,1,1,1,1,1,1,0,0
"C20366","2-Oxo-3-(5-oxofuran-2-ylidene)propanoate",1,1,1,0,0,0,0,0,0,0,0,0
"C20367","4-Nitro-6-oxohepta-2,4-dienedioate",1,1,1,0,0,0,0,0,0,0,0,0
"C20395","UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate",1,1,1,1,1,1,1,1,1,1,0,0
"C20406","Cannabigerolate",1,1,1,1,1,1,1,1,0,0,0,0
"C20410","4-Dimethylallyl-L-abrine",1,1,1,1,1,1,1,1,1,1,1,0
"C20411","3-Methyl-1,2-didehydro-2,3-dihydrosqualene",1,0,0,0,0,0,0,0,0,0,0,0
"C20412","3,22-Dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene",1,0,0,0,0,0,0,0,0,0,0,0
"C20413","3,5,7-Trioxododecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C20415","dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose",1,1,1,1,1,1,0,0,0,0,0,0
"C20417","2,4-Dihydroxy-6-pentylbenzoate",1,1,1,1,1,1,1,1,0,0,0,0
"C20418","N,N'-Diacetyllegionaminate",1,1,1,1,1,1,1,1,1,1,0,0
"C20419","CMP-N,N'-diacetyllegionaminate",1,1,1,1,1,1,1,1,1,1,0,0
"C20424","2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose",1,1,1,1,1,1,1,1,1,1,0,0
"C20432","C30 Botryococcene",1,0,0,0,0,0,0,0,0,0,0,0
"C20433","3-Methyl-1,2-didehydro-2,3-dihydrobotryococcene",1,0,0,0,0,0,0,0,0,0,0,0
"C20434","20-Methyl-21,22-didehydro-20,21-dihydrobotryococcene",1,0,0,0,0,0,0,0,0,0,0,0
"C20435","3,20-Dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene",1,0,0,0,0,0,0,0,0,0,0,0
"C20440","alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20447","2-Oxoglutaryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C20462","5,7-Dihydroxy-2-methyl-4H-chromen-4-one",1,1,1,1,1,1,1,1,1,1,1,1
"C20464","Isochavicol",1,0,0,0,0,0,0,0,0,0,0,0
"C20465","Coumaryl acetate",1,0,0,0,0,0,0,0,0,0,0,0
"C20466","2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine",1,1,1,1,1,1,1,1,1,1,0,0
"C20475","Sporulenol",1,1,1,1,1,1,1,1,1,1,1,0
"C20476","Delta6-Protoilludene",1,1,1,1,1,1,1,1,1,1,1,0
"C20477","(-)-alpha-Isocomene",1,1,1,1,1,1,1,1,1,1,1,0
"C20478","(E)-2-epi-beta-Caryophyllene",1,1,1,1,1,1,1,1,1,1,1,0
"C20479","(+)-epi-alpha-Bisabolol",1,1,1,1,1,1,1,1,1,1,1,0
"C20480","Valerena-4,7(11)-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C20481","cis-Abienol",1,1,1,1,1,1,1,1,1,1,1,0
"C20482","(6R)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide",1,0,0,0,0,0,0,0,0,0,0,0
"C20483","(6R)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C20485","(4S)-4-Hydroxy-2-oxoglutarate",1,1,1,1,1,1,1,1,1,1,1,1
"C20486","7-Epizingiberene",1,1,1,1,1,1,1,1,1,1,1,0
"C20487","L-beta-Phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C20488","D-beta-Phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C20497","N-Acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20498","4-Acetamido-4,6-dideoxy-alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,0,0,0,0,0,0
"C20518","2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20525","3-Geranylgeranylindole",1,1,1,1,1,1,1,1,1,1,1,0
"C20559","4-(beta-D-Ribofuranosyl)aniline 5'-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20560","N1-(3-Aminopropyl)agmatine",1,1,1,1,1,1,1,1,1,1,1,1
"C20562","N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C20565","Cyclic di-3',5'-adenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20566","7,8-Dihydroneopterin 2'-phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C20567","7,8-Dihydroneopterin 2',3'-cyclic phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C20576","Kunzeaol",1,1,1,1,1,1,1,1,1,1,1,0
"C20579","Cyclopeptine",1,1,1,1,1,1,1,1,1,1,1,1
"C20581","cis-(Homo)2-aconitate",1,1,1,1,1,1,1,1,1,1,1,1
"C20582","cis-(Homo)3-aconitate",1,1,1,1,1,1,1,1,1,1,1,1
"C20589","6-Phospho-D-glucosaminate",1,1,1,1,1,1,1,1,1,1,1,1
"C20614","Kanamycin X",1,1,1,1,1,1,1,1,1,1,0,0
"C20617","beta-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20618","beta-D-Gal-(1->4)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20619","beta-D-Glc-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20620","N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20621","alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20622","beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C20625","alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,0,0,0,0,0,0
"C20626","alpha-D-Gal-(1->3)-(alpha-L-Fuc-(1->2))-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,0,0,0,0,0,0
"C20634","O-Methyl anthranilate",1,1,1,1,1,1,1,1,1,1,1,1
"C20635","Methyl (indol-3-yl)acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C20638","GDP-4-amino-4,6-dideoxy-alpha-D-mannose",1,1,1,1,1,1,0,0,0,0,0,0
"C20640","Cyclic GMP-AMP",1,1,1,1,1,1,0,0,0,0,0,0
"C20641","L-Threonylcarbamoyladenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20644","2-Amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20645","Methyl benzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20646","(3S)-2-Oxo-3-phenylbutanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20653","2-Benzylmalic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C20654","3-Benzylmalic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C20657","meso-2,3-Butanediol",1,1,1,1,1,1,1,1,1,1,1,1
"C20664","(-)-Bornyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20668","3-Dehydro-D-glucose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20672","GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose",1,1,1,1,1,1,0,0,0,0,0,0
"C20673","N-Isovaleryl-L-homoserine lactone",1,1,1,1,1,1,1,1,1,1,1,0
"C20677","N-(4-Coumaroyl)-L-homoserine lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C20680","2-Dehydro-3-deoxy-L-galactonate",1,1,1,1,1,1,1,1,1,1,1,1
"C20681","(E,E)-Geranyllinalool",1,1,1,1,1,1,1,1,1,1,1,0
"C20682","dTDP-alpha-D-fucofuranose",1,0,0,0,0,0,0,0,0,0,0,0
"C20684","O-Carbamoyladenylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20690","1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C20710","(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20711","Miltiradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C20724","(+)-Thujopsene",1,1,1,1,1,1,1,1,1,1,1,0
"C20726","Phenyl 5-phospho-alpha-D-ribofuranoside",1,1,1,1,0,0,0,0,0,0,0,0
"C20742","2'-Phospho-cyclic ADP-ribose",1,0,0,0,0,0,0,0,0,0,0,0
"C20746","(3R)-Citramalyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C20747","(R)-Malyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C20768","UDP-2-acetamido-2,6-dideoxy-beta-L-talose",1,0,0,0,0,0,0,0,0,0,0,0
"C20772","3-[(1-Carboxyvinyl)oxy]benzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20773","6-Amino-6-deoxyfutalosine",1,1,1,1,1,1,1,1,1,1,1,1
"C20774","UDP-N-acetyl-beta-L-fucosamine",1,0,0,0,0,0,0,0,0,0,0,0
"C20775","beta-Citryl-L-glutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C20776","N-Acetylaspartylglutamylglutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C20781","2,4-Diketo-3-deoxy-L-fuconate",1,1,1,1,1,1,1,1,1,1,1,1
"C20782","(S)-2-Phenyloxirane",1,1,1,1,1,1,1,1,1,1,1,1
"C20804","alpha-Longipinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20811","(-)-exo-alpha-Bergamotene",1,1,1,1,1,1,1,1,1,1,1,0
"C20834","Cyclooctat-9-en-7-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C20843","N5-Phenyl-L-glutamine",1,1,1,1,1,1,1,1,1,1,1,1
"C20844","(2Z,4S,5R)-2-Amino-4,5,6-trihydroxyhex-2-enoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20845","(4S,5R)-4,5,6-Trihydroxy-2-iminohexanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20846","3-Oxo-3-ureidoisobutyrate",1,1,1,1,1,1,1,1,1,1,1,1
"C20847","(R)-Mevalonate 3-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20848","(R)-Mevalonate 3,5-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20849","UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose",1,1,1,1,1,1,1,1,1,1,0,0
"C20861","Mannobiose",1,1,1,1,1,1,1,1,1,1,1,1
"C20887","beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine",1,1,1,1,1,1,1,1,1,1,1,1
"C20888","Cellobionate",1,1,1,1,1,1,1,1,1,1,1,1
"C20889","D-Galactaro-1,5-lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C20890","D-Glucaro-1,5-lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C20895","(2S,3S)-3-Methylphenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C20896","D-Galactaro-1,4-lactone",1,1,1,1,1,1,1,1,1,1,1,1
